RestaurantID,Res_identify,CountryCode,City,Cuisines,Has_Table_booking,Has_Online_delivery,Is_delivering_now,Switch_to_order_menu,Price_range,Votes,Average_Cost_for_two,Rating
18264995,bui18264995,1,Gurgaon,"Healthy Food, Cafe, Desserts, Italian, Bakery",No,Yes,No,No,2,99,650,3.8
18025114,Bot18025114,1,Gurgaon,"North Indian, Asian, Italian",Yes,No,No,No,3,242,1850,4
310799,A O310799,1,Gurgaon,North Indian,No,No,No,No,2,11,500,3.1
306719,Ang306719,1,Gurgaon,"North Indian, Chinese, Mughlai",No,No,No,No,1,73,450,2.7
18285721,Bur18285721,1,Gurgaon,"Burger, Fast Food",No,No,No,No,1,7,300,2.7
598,Caf598,1,Gurgaon,Cafe,No,No,No,No,1,23,450,3.1
300066,Cak300066,1,Gurgaon,"Bakery, Fast Food",No,Yes,No,No,1,23,250,3.2
18396412,CHA18396412,1,Gurgaon,"Beverages, Fast Food",No,No,No,No,1,7,200,3.2
18249121,Cha18249121,1,Gurgaon,"Tea, Fast Food",No,Yes,No,No,1,10,200,2.9
18241877,Fee18241877,1,Gurgaon,"North Indian, Mughlai",No,No,No,No,2,5,850,2.9
310461,Foo310461,1,Gurgaon,"North Indian, Chinese",No,Yes,No,No,2,34,500,3.1
18385781,Fro18385781,1,Gurgaon,"Desserts, Beverages",No,No,No,No,1,7,200,3.1
18360098,Gol18360098,1,Gurgaon,Street Food,No,Yes,No,No,1,5,150,3.1
300491,Gre300491,1,Gurgaon,"Raw Meats, North Indian, Fast Food",No,No,No,No,1,14,350,3.1
307678,Har307678,1,Gurgaon,"North Indian, Street Food",No,No,No,No,2,7,500,2.9
18352295,Kk 18352295,1,Gurgaon,"Fast Food, North Indian",No,No,No,No,1,8,250,3.3
18451594,Lat18451594,1,Gurgaon,"North Indian, Biryani, Chinese",No,Yes,No,No,2,8,600,3
18391176,Mit18391176,1,Gurgaon,North Indian,No,No,No,No,2,7,500,2.7
313456,Mog313456,1,Gurgaon,"North Indian, Fast Food",No,No,No,No,1,9,350,3.1
304518,Mot304518,1,Gurgaon,"North Indian, Chinese",No,No,No,No,1,52,450,2.5
6896,Sna6896,1,Gurgaon,"Fast Food, Chinese",No,No,No,No,1,39,300,3.2
18441701,Wow18441701,1,Gurgaon,"Chinese, Tibetan",No,No,No,No,1,9,400,2.9
4154,Yas4154,1,Gurgaon,"North Indian, Mughlai",No,Yes,No,No,2,73,500,2.8
18376925,Twi18376925,1,Gurgaon,"Asian, Continental, Fast Food",No,Yes,No,No,2,76,500,4.5
2180,Bak2180,1,Gurgaon,"Bakery, Desserts",No,Yes,No,No,2,183,600,3.6
18224532,Dil18224532,1,Gurgaon,"North Indian, Chinese",No,Yes,No,No,1,142,250,3.8
18356357,La 18356357,1,Gurgaon,"Pizza, Italian",Yes,Yes,No,No,2,22,650,3.5
18175268,Lea18175268,1,Gurgaon,"Healthy Food, Salad, Italian, Continental",No,Yes,No,No,2,144,600,3.9
5004,Om 5004,1,Gurgaon,"North Indian, South Indian, Street Food, Mithai",No,Yes,No,No,2,486,500,3.5
308617,Tas308617,1,Gurgaon,Bakery,No,Yes,No,No,1,104,400,3.9
304351,The304351,1,Gurgaon,Fast Food,No,Yes,No,No,1,136,400,3.5
18354655,Bit18354655,1,Gurgaon,"Fast Food, Chinese",No,No,No,No,1,3,350,1
18391141,Bur18391141,1,Gurgaon,Fast Food,No,No,No,No,1,1,300,1
18492062,Dil18492062,1,Gurgaon,"North Indian, Chinese",No,No,No,No,2,0,600,1
18324806,Lov18324806,1,Gurgaon,Bakery,No,No,No,No,2,0,600,1
18354665,Fly18354665,1,Gurgaon,Bakery,No,Yes,No,No,1,13,350,2.4
309543,Bik309543,1,Gurgaon,"Biryani, North Indian, Hyderabadi",Yes,Yes,No,No,2,530,800,4
18419875,Caf18419875,1,Gurgaon,"North Indian, Chinese",No,No,No,No,2,6,500,3
18358189,Yom18358189,1,Gurgaon,Fast Food,No,No,No,No,1,5,150,3
18352250,Afg18352250,1,Gurgaon,Afghani,No,No,No,No,2,0,500,1
18435789,Al 18435789,1,Gurgaon,"Afghani, North Indian",No,No,No,No,2,0,900,1
308199,Alw308199,1,Gurgaon,"Mithai, Street Food",No,No,No,No,1,3,150,1
18393717,Bas18393717,1,Gurgaon,Ice Cream,No,No,No,No,1,0,300,1
18458642,Bis18458642,1,Gurgaon,"Fast Food, Chinese",No,No,No,No,1,0,200,1
18458635,Bur18458635,1,Gurgaon,Afghani,No,No,No,No,2,0,700,1
18447121,Chi18447121,1,Gurgaon,Chinese,No,No,No,No,1,0,250,1
18313136,Cos18313136,1,Gurgaon,Cafe,No,No,No,No,2,0,600,1
18358175,Cos18358175,1,Gurgaon,Cafe,No,No,No,No,2,0,600,1
18357944,Des18357944,1,Gurgaon,"North Indian, Fast Food",No,No,No,No,1,2,400,1
18384132,Fre18384132,1,Gurgaon,North Indian,No,No,No,No,1,0,200,1
18458643,Kwa18458643,1,Gurgaon,"North Indian, Chinese",No,No,No,No,1,0,400,1
18292436,Kwa18292436,1,Gurgaon,Ice Cream,No,No,No,No,1,1,200,1
18345759,Neh18345759,1,Gurgaon,Chinese,No,No,No,No,1,0,350,1
18352657,Ora18352657,1,Gurgaon,Chinese,No,No,No,No,1,0,200,1
18458637,Roy18458637,1,Gurgaon,"North Indian, Mithai, Chinese",No,No,No,No,2,0,500,1
18352655,Shr18352655,1,Gurgaon,"Chinese, North Indian",No,No,No,No,1,0,200,1
18458641,Und18458641,1,Gurgaon,"Chinese, North Indian",No,No,No,No,2,0,600,1
304142,Mid304142,1,Gurgaon,"North Indian, Fast Food",No,Yes,No,No,2,174,600,3
18433016,Pad18433016,1,Gurgaon,"North Indian, Chinese, Fast Food",No,Yes,No,No,2,11,600,3.2
312683,Sug312683,1,Gurgaon,"Bakery, Desserts",No,No,No,No,1,176,400,4.1
18037824,Bam18037824,1,Gurgaon,"Chinese, Thai",No,Yes,No,No,2,64,550,3.4
303848,Bur303848,1,Gurgaon,"North Indian, Chinese, Fast Food",No,Yes,No,No,2,41,600,3.2
18273536,Caf18273536,1,Gurgaon,Cafe,No,Yes,No,No,2,24,500,3.2
18291450,Cho18291450,1,Gurgaon,"Mithai, Street Food",No,No,No,No,1,10,200,3.2
18345780,Cur18345780,1,Gurgaon,"Mughlai, North Indian",No,No,No,No,2,18,500,3.2
18303712,Daw18303712,1,Gurgaon,"North Indian, Chinese",No,Yes,No,No,2,59,600,3.3
309021,Del309021,1,Gurgaon,"Bakery, Fast Food",No,No,No,No,1,28,250,2.9
306477,Fla306477,1,Gurgaon,"North Indian, Chinese, Mughlai",No,No,No,No,2,74,600,3.3
18303698,Om 18303698,1,Gurgaon,"North Indian, South Indian, Street Food, Mithai",No,Yes,No,No,2,14,500,2.8
18381664,Om 18381664,1,Gurgaon,"Mithai, North Indian, South Indian, Chinese",No,Yes,No,No,1,50,300,3.2
18161601,Raj18161601,1,Gurgaon,"North Indian, Mughlai",No,No,No,No,2,11,700,3.1
18279913,Tas18279913,1,Gurgaon,"Bakery, Desserts",No,No,No,No,1,10,200,3.2
18268733,Urb18268733,1,Gurgaon,"North Indian, Chinese, Mughlai",No,Yes,No,No,2,88,500,3.2
18204811,Nit18204811,1,Gurgaon,"North Indian, Chinese, Continental",No,Yes,No,No,2,427,650,3.7
18476542,Apn18476542,1,Gurgaon,North Indian,No,No,No,No,1,0,200,1
18279459,BiB18279459,1,Gurgaon,"Bengali, North Indian",No,No,No,No,1,3,350,1
18409216,Bur18409216,1,Gurgaon,"Burger, Fast Food",No,No,No,No,1,1,300,1
313408,Che313408,1,Gurgaon,North Indian,No,No,No,No,1,3,300,1
18345770,Chi18345770,1,Gurgaon,Chinese,No,No,No,No,1,0,250,1
18499475,Chi18499475,1,Gurgaon,Chinese,No,No,No,No,1,0,200,1
18034069,Cho18034069,1,Gurgaon,"Raw Meats, Fast Food",No,No,No,No,1,0,250,1
18396431,Dha18396431,1,Gurgaon,"North Indian, Fast Food, South Indian",No,No,No,No,1,1,400,1
18392211,Foo18392211,1,Gurgaon,North Indian,No,No,No,No,1,0,300,1
18291213,Keh18291213,1,Gurgaon,"Mithai, Street Food",No,No,No,No,1,1,100,1
18350136,Mus18350136,1,Gurgaon,Biryani,No,No,No,No,1,0,200,1
310454,Sha310454,1,Gurgaon,"Bakery, Desserts",No,No,No,No,1,1,150,1
18446413,Shr18446413,1,Gurgaon,North Indian,No,No,No,No,1,0,400,1
18499471,Suf18499471,1,Gurgaon,"Mughlai, North Indian",No,No,No,No,1,0,250,1
18124387,The18124387,1,Gurgaon,"North Indian, South Indian",No,No,No,No,1,1,300,1
18499459,Veg18499459,1,Gurgaon,North Indian,No,No,No,No,1,0,350,1
894,Raj894,1,Gurgaon,"Chinese, North Indian, Mughlai",No,Yes,No,No,2,92,700,2.4
5079,Bur5079,1,Gurgaon,"Burger, Fast Food, Chinese",No,No,No,No,1,16,300,2.8
18289241,Dan18289241,1,Gurgaon,Continental,No,No,No,No,2,17,800,3.3
18352682,The18352682,1,Gurgaon,North Indian,No,No,No,No,1,3,400,1
18352658,Bik18352658,1,Gurgaon,"Mithai, Street Food",No,No,No,No,1,0,350,1
18241896,Ziz18241896,1,Gurgaon,"Lebanese, Mediterranean, Middle Eastern, Arabian",Yes,Yes,No,No,3,233,1600,3.9
18363062,Gri18363062,1,Gurgaon,"North Indian, Chinese",No,Yes,No,No,2,20,500,2.4
18380197,Aar18380197,1,Gurgaon,Mediterranean,No,No,No,No,2,6,600,3.2
18472639,Blo18472639,1,Gurgaon,"Bakery, Desserts",No,Yes,No,No,1,6,300,3
18351822,Bre18351822,1,Gurgaon,"Chinese, North Indian, South Indian, Healthy Food",No,No,No,No,1,6,120,3.1
18388168,Bun18388168,1,Gurgaon,"Fast Food, Burger",No,Yes,No,No,1,15,400,3.3
18472449,Cur18472449,1,Gurgaon,North Indian,No,Yes,No,No,2,4,600,3.1
18314053,Dro18314053,1,Gurgaon,Desserts,No,No,No,No,1,4,100,3
300654,Ear300654,1,Gurgaon,"North Indian, Mughlai, Chinese",No,No,No,No,2,20,600,2.7
18144467,Fat18144467,1,Gurgaon,North Indian,No,No,No,No,2,18,600,3
18332527,Foo18332527,1,Gurgaon,"North Indian, Chinese, Street Food",No,Yes,No,No,2,18,600,3.2
18423797,Gha18423797,1,Gurgaon,North Indian,No,No,No,No,1,6,300,3
18265424,Gia18265424,1,Gurgaon,"Ice Cream, Desserts",No,No,No,No,1,7,300,3.2
311534,Gre311534,1,Gurgaon,"Bakery, Desserts",No,No,No,No,1,14,300,3.3
18124345,Gre18124345,1,Gurgaon,"Raw Meats, Fast Food",No,No,No,No,1,4,350,2.9
5190,Mug5190,1,Gurgaon,"North Indian, Mughlai",No,No,No,No,2,48,500,3.2
310235,Mun310235,1,Gurgaon,"North Indian, South Indian, Fast Food",No,Yes,No,No,2,9,700,3.1
18251519,New18251519,1,Gurgaon,"Chinese, Fast Food",No,No,No,No,2,5,600,2.9
6764,Pur6764,1,Gurgaon,"North Indian, Chinese",No,No,No,No,2,33,500,3
18345767,Pus18345767,1,Gurgaon,Chinese,No,No,No,No,1,4,200,3
313401,Sai313401,1,Gurgaon,"North Indian, Chinese",No,Yes,No,No,2,37,650,3.1
307398,Sha307398,1,Gurgaon,Chinese,No,Yes,No,No,2,17,600,2.6
309763,The309763,1,Gurgaon,"North Indian, Chinese",Yes,No,No,No,2,8,750,2.9
18439540,Ull18439540,1,Gurgaon,"North Indian, Chinese",No,Yes,Yes,No,2,5,500,2.8
5011,Yom5011,1,Gurgaon,Fast Food,No,No,No,No,1,6,150,3
18265720,Dim18265720,1,Gurgaon,Chinese,No,No,No,No,2,47,500,3.6
18444356,Mid18444356,1,Gurgaon,"Continental, North Indian",No,No,No,No,1,46,400,3.8
18419894,The18419894,1,Gurgaon,North Indian,No,Yes,No,No,1,37,350,3.9
18254541,Too18254541,1,Gurgaon,"Bengali, North Indian",No,Yes,No,No,2,46,800,3.5
18393709,Apn18393709,1,Gurgaon,North Indian,No,No,No,No,1,0,150,1
18421493,Bal18421493,1,Gurgaon,"Mithai, Street Food",No,No,No,No,1,0,100,1
18464628,Bar18464628,1,Gurgaon,Cafe,No,No,No,No,2,0,650,1
18398590,Bir18398590,1,Gurgaon,Biryani,No,No,No,No,1,1,300,1
18476986,Caf18476986,1,Gurgaon,"North Indian, South Indian, Chinese, Healthy Food, Bakery",No,No,No,No,1,0,350,1
312560,Cak312560,1,Gurgaon,"Bakery, Desserts",No,No,No,No,1,1,400,1
18391166,Cha18391166,1,Gurgaon,"North Indian, Chinese",No,No,No,No,2,1,600,1
18464624,Chi18464624,1,Gurgaon,Chinese,No,No,No,No,2,1,600,1
18464616,Chi18464616,1,Gurgaon,Chinese,No,No,No,No,1,0,200,1
18393725,Coo18393725,1,Gurgaon,"Mughlai, North Indian, Chinese",No,No,No,No,1,0,350,1
18438453,Fir18438453,1,Gurgaon,North Indian,No,No,No,No,1,0,300,1
18365603,Foo18365603,1,Gurgaon,North Indian,No,No,No,No,1,0,200,1
18388039,Go!18388039,1,Gurgaon,Chinese,No,No,No,No,1,0,100,1
18495252,Kan18495252,1,Gurgaon,"North Indian, South Indian",No,No,No,No,1,0,200,1
18421502,Kin18421502,1,Gurgaon,Ice Cream,No,No,No,No,1,0,150,1
18464630,Las18464630,1,Gurgaon,North Indian,No,No,No,No,1,0,300,1
18335897,Mar18335897,1,Gurgaon,"North Indian, Rajasthani",No,No,No,No,2,0,500,1
5935,Nuk5935,1,Gurgaon,"Fast Food, Street Food",No,No,No,No,1,3,300,1
18421476,Rav18421476,1,Gurgaon,Fast Food,No,No,No,No,1,0,150,1
305140,Shi305140,1,Gurgaon,North Indian,No,No,No,No,1,2,150,1
18464618,Str18464618,1,Gurgaon,North Indian,No,No,No,No,1,0,400,1
18464626,Swe18464626,1,Gurgaon,Bakery,No,No,No,No,2,0,500,1
18261727,The18261727,1,Gurgaon,Chinese,No,No,No,No,1,0,400,1
18319384,Vij18319384,1,Gurgaon,North Indian,No,No,No,No,1,1,200,1
306540,Cha306540,1,Gurgaon,"North Indian, Mughlai, Chinese",No,No,No,No,2,66,800,2.2
304524,Chy304524,1,Gurgaon,Chinese,No,Yes,No,No,1,46,400,2.2
2087,Kwa2087,1,Gurgaon,"Chinese, Mughlai, North Indian",No,No,No,No,2,52,650,2.4
18439516,Bro18439516,1,Gurgaon,Fast Food,No,Yes,Yes,No,1,12,300,3.2
5588,Gin5588,1,Gurgaon,Chinese,No,Yes,No,No,2,106,600,2.8
311975,Ara311975,1,Gurgaon,Lebanese,No,No,No,No,2,22,500,3.3
6897,Bur6897,1,Gurgaon,Fast Food,No,No,No,No,1,94,300,3.4
313122,Dil313122,1,Gurgaon,"North Indian, Chinese",No,Yes,No,No,2,16,600,2.6
306976,KB'306976,1,Gurgaon,Ice Cream,No,Yes,No,No,1,11,200,2.8
308191,MyL308191,1,Gurgaon,"North Indian, Biryani",No,No,No,No,1,16,350,3.2
18336484,Tan18336484,1,Gurgaon,"North Indian, Mughlai, Chinese",No,Yes,No,No,1,32,450,3.2
312665,Tif312665,1,Gurgaon,North Indian,No,No,No,No,1,27,200,3.1
18357570,Caf18357570,1,Gurgaon,"Cafe, Fast Food, Chinese",No,Yes,No,No,2,45,550,3.7
310829,DCK310829,1,Gurgaon,"North Indian, Mughlai",No,Yes,No,No,2,148,800,3.5
9852,Kis9852,1,Gurgaon,Mithai,No,No,No,No,1,20,150,3.6
18357912,KC 18357912,1,Gurgaon,Bakery,No,Yes,No,No,1,13,350,3.2
311455,Sha311455,1,Gurgaon,"Mithai, Street Food",No,No,No,No,1,7,200,2.8
18398839,Bak18398839,1,Gurgaon,Bakery,No,No,No,No,1,3,250,1
1920,Gop1920,1,Gurgaon,"Mithai, Street Food",No,No,No,No,1,37,250,3.4
358,Hal358,1,Gurgaon,"North Indian, Chinese",No,Yes,No,No,2,64,700,3.3
5080,New5080,1,Gurgaon,Street Food,No,No,No,No,1,16,100,3.2
1655,Swe1655,1,Gurgaon,"Mithai, North Indian, Chinese, Street Food",No,No,No,No,1,28,450,2.7
18397469,Min18397469,1,Gurgaon,"Desserts, Ice Cream",No,No,No,No,1,28,200,3.6
1654,Qur1654,1,Gurgaon,"North Indian, Mughlai",No,No,No,No,2,398,650,4
18462602,Del18462602,1,Gurgaon,North Indian,No,No,No,No,1,0,400,1
18479007,Fir18479007,1,Gurgaon,Bakery,No,No,No,No,1,0,300,1
18409187,Ket18409187,1,Gurgaon,Tea,No,Yes,No,No,1,0,200,1
18357945,The18357945,1,Gurgaon,"Bakery, Fast Food",No,No,No,No,1,0,300,1
313085,Bur313085,1,Gurgaon,"Burger, Fast Food",No,Yes,No,No,2,190,500,3.4
307502,Cap307502,1,Gurgaon,"North Indian, Chinese, Fast Food",No,Yes,Yes,No,3,65,1000,2.5
18237318,Cha18237318,1,Gurgaon,"Cafe, Tea",No,Yes,No,No,1,39,400,3.3
18336504,Cha18336504,1,Gurgaon,"Tea, Fast Food",No,Yes,No,No,1,20,200,3.4
18277212,Cyb18277212,1,Gurgaon,"North Indian, Chinese, Fast Food",No,No,No,No,2,17,500,3.3
18411846,Des18411846,1,Gurgaon,"North Indian, Chinese",No,Yes,No,No,1,21,400,3.2
300938,Dou300938,1,Gurgaon,"Bakery, Desserts, Fast Food",No,Yes,No,No,2,175,550,3.3
309466,Dun309466,1,Gurgaon,"Burger, Desserts, Fast Food",No,Yes,No,No,2,138,600,3.4
303606,Gul303606,1,Gurgaon,North Indian,No,No,No,No,1,20,150,3.4
18441175,Kar18441175,1,Gurgaon,"North Indian, Chinese, Fast Food",No,Yes,No,No,2,51,600,3.4
18292438,Mot18292438,1,Gurgaon,"North Indian, Mughlai",Yes,Yes,No,No,3,32,1000,3.2
301383,Nee301383,1,Gurgaon,"North Indian, Chinese, Italian",Yes,No,No,No,2,57,750,3.1
310500,Rao310500,1,Gurgaon,"South Indian, North Indian, Chinese",No,No,No,No,1,54,300,3.4
6867,Sad6867,1,Gurgaon,North Indian,No,No,No,No,1,41,400,2.9
301310,Sag301310,1,Gurgaon,"South Indian, North Indian, Chinese",No,Yes,No,No,2,188,600,2.5
18232128,Shr18232128,1,Gurgaon,"North Indian, Street Food, Mithai",No,No,No,No,1,68,400,3.1
4820,Shr4820,1,Gurgaon,"North Indian, Mithai, Street Food",No,No,No,No,1,30,400,2.6
306883,Sub306883,1,Gurgaon,"American, Fast Food, Salad, Healthy Food",No,Yes,No,No,2,58,500,2.9
4817,Sub4817,1,Gurgaon,"American, Fast Food, Salad, Healthy Food",No,Yes,No,No,2,101,500,2.9
18423106,Sug18423106,1,Gurgaon,Bakery,No,No,No,No,2,16,800,3.3
18161567,Tea18161567,1,Gurgaon,Cafe,No,Yes,No,No,2,22,500,2.8
303003,The303003,1,Gurgaon,"Chinese, Seafood, Japanese",Yes,Yes,No,No,3,83,1500,2.6
309033,The309033,1,Gurgaon,"North Indian, Chinese",Yes,Yes,No,No,3,155,1350,3.4
18258571,The18258571,1,Gurgaon,"Chinese, North Indian, Mughlai",No,No,No,No,2,40,600,3.4
18322684,56 18322684,1,Gurgaon,Italian,Yes,Yes,No,No,2,30,750,3.7
18261309,Bre18261309,1,Gurgaon,"Healthy Food, Continental, North Indian, Salad",No,Yes,No,No,1,30,200,3.5
304192,Caf304192,1,Gurgaon,"Cafe, Bakery, Desserts",No,Yes,No,No,2,84,500,3.5
18381235,Fat18381235,1,Gurgaon,"Pizza, Italian",No,Yes,No,No,3,21,1250,3.7
18365865,Fat18365865,1,Gurgaon,"Chinese, Asian",No,Yes,No,No,1,22,400,3.9
18282037,Fir18282037,1,Gurgaon,"Healthy Food, North Indian",No,No,No,No,1,57,300,3.6
18415385,Fly18415385,1,Gurgaon,Asian,Yes,No,No,No,3,28,1100,3.9
18180062,Fre18180062,1,Gurgaon,"Italian, Chinese, Continental, Thai, Mediterranean, Lebanese",No,Yes,No,No,2,101,600,3.9
18368007,Lit18368007,1,Gurgaon,"North Indian, Chinese, Fast Food",No,No,No,No,2,26,500,3.5
18383504,PKa18383504,1,Gurgaon,"North Indian, Continental",Yes,No,No,No,3,28,1600,3.7
17977749,Sha17977749,1,Gurgaon,Biryani,No,No,No,No,2,35,500,3.6
312684,Sta312684,1,Gurgaon,Cafe,No,No,No,No,2,51,700,3.7
18303696,Tan18303696,1,Gurgaon,"North Indian, Mughlai, Chinese",No,Yes,No,No,2,39,950,3.5
303174,Tru303174,1,Gurgaon,"Bakery, Desserts, North Indian, Bengali, South Indian",No,No,No,No,1,37,300,3.5
6877,Dom6877,1,Gurgaon,"Pizza, Fast Food",No,No,No,No,2,70,700,2.3
306975,KB'306975,1,Gurgaon,Ice Cream,No,Yes,No,No,1,26,200,2.3
18014135,Wah18014135,1,Gurgaon,North Indian,No,No,No,No,1,42,450,2.4
18306533,The18306533,1,Gurgaon,Continental,Yes,No,No,No,4,56,2500,4.1
18441539,Boo18441539,1,Gurgaon,"Finger Food, North Indian, Chinese",Yes,No,No,No,2,0,800,1
18340217,Che18340217,1,Gurgaon,"North Indian, Mughlai",No,No,No,No,2,0,600,1
18246068,Cak18246068,1,Gurgaon,"Bakery, Desserts",No,Yes,No,No,2,7,600,2.8
304564,Shy304564,1,Gurgaon,"Street Food, Mithai",No,No,No,No,1,9,100,2.8
312265,Uma312265,1,Gurgaon,"North Indian, Chinese, Mughlai",No,No,No,No,2,33,700,3.1
18378807,AK 18378807,1,Gurgaon,North Indian,No,No,No,No,2,0,600,1
18205653,Fre18205653,1,Gurgaon,Juices,No,No,No,No,1,1,250,1
18458345,Shr18458345,1,Gurgaon,North Indian,No,No,No,No,1,0,150,1
311428,Spe311428,1,Gurgaon,"Bakery, Desserts",No,No,No,No,1,0,300,1
18435818,Tas18435818,1,Gurgaon,Biryani,No,No,No,No,2,0,600,1
313316,Bik313316,1,Gurgaon,"North Indian, South Indian, Fast Food, Street Food, Chinese, Beverages, Desserts, Mithai",No,Yes,No,No,2,178,600,3.4
7528,Ind7528,1,Gurgaon,"North Indian, Mughlai",Yes,Yes,No,No,3,1262,1800,4.5
1216,Ori1216,1,Gurgaon,"Chinese, Thai, Malaysian, Indonesian",Yes,Yes,No,No,2,199,650,3.3
305662,Pur305662,1,Gurgaon,"North Indian, Mughlai, Biryani",No,Yes,No,No,2,483,950,3.4
305792,Rol305792,1,Gurgaon,"Fast Food, North Indian, Chinese",No,Yes,No,No,2,346,500,3.4
305776,Spe305776,1,Gurgaon,"Chinese, Thai",Yes,Yes,No,No,2,241,850,3.2
18355106,Ara18355106,1,Gurgaon,Lebanese,No,Yes,No,No,1,158,450,3.8
308274,Gia308274,1,Gurgaon,"Ice Cream, Desserts",No,Yes,No,No,1,92,400,3.7
3538,Gia3538,1,Gurgaon,"Ice Cream, Desserts",No,Yes,No,No,1,115,400,3.6
18420450,Jus18420450,1,Gurgaon,"Bakery, Desserts, Fast Food",No,Yes,No,No,1,94,300,3.9
306401,Pat306401,1,Gurgaon,"North Indian, Mughlai",No,Yes,No,No,2,118,800,3.5
18257542,The18257542,1,Gurgaon,"North Indian, Street Food",No,Yes,No,No,1,48,300,3.8
9290,Wai9290,1,Gurgaon,"Chinese, Thai",Yes,Yes,No,No,2,321,800,3.6
301499,Ber301499,1,Gurgaon,Goan,Yes,Yes,No,No,4,429,2000,4
18025103,Bir18025103,1,Gurgaon,"Hyderabadi, North Indian, Biryani",Yes,Yes,No,No,3,344,1100,4.1
18424627,Nos18424627,1,Gurgaon,"North Indian, Mughlai",No,Yes,No,No,2,103,700,4.1
18403465,Tan18403465,1,Gurgaon,North Indian,No,Yes,No,No,2,67,500,4.2
18372668,Tan18372668,1,Gurgaon,"Fast Food, North Indian",No,Yes,No,No,2,112,500,4.2
18224536,Uda18224536,1,Gurgaon,"North Indian, Rajasthani, Asian",No,Yes,No,No,2,157,700,4
18128902,Beg18128902,1,Gurgaon,Bakery,No,No,No,No,2,8,500,3
18138454,Cak18138454,1,Gurgaon,Bakery,No,No,No,No,1,21,400,3.3
4602,Hal4602,1,Gurgaon,"North Indian, Chinese",No,Yes,No,No,2,39,700,2.7
18341082,Hun18341082,1,Gurgaon,"Bengali, Fast Food",No,No,No,No,1,27,450,3.2
18382055,Kuz18382055,1,Gurgaon,"North Indian, Fast Food",No,No,No,No,1,10,300,3.2
18391189,Lov18391189,1,Gurgaon,Bakery,No,No,No,No,3,16,1000,3.4
311837,Org311837,1,Gurgaon,"Healthy Food, North Indian, Italian, Salad",No,Yes,No,No,2,20,700,3.4
254,Piz254,1,Gurgaon,"Italian, Pizza, Fast Food",No,Yes,No,No,3,80,1000,2.8
308113,Rot308113,1,Gurgaon,North Indian,No,Yes,No,No,2,42,600,2.8
18365890,Beh18365890,1,Gurgaon,Biryani,No,Yes,No,No,2,49,600,3.7
18354631,Caf18354631,1,Gurgaon,Fast Food,No,Yes,No,No,1,65,300,3.7
18336214,Dil18336214,1,Gurgaon,"North Indian, Mughlai, Chinese",No,Yes,No,No,2,52,550,3.7
18265365,Fu.18265365,1,Gurgaon,"Cafe, Fast Food",No,Yes,No,No,1,58,250,3.7
18363405,Jar18363405,1,Gurgaon,"South Indian, Desserts, Beverages",No,Yes,No,No,1,25,200,3.7
18322661,Moc18322661,1,Gurgaon,Bakery,No,No,No,No,1,50,300,3.7
18261725,Muk18261725,1,Gurgaon,"Mughlai, Biryani",No,Yes,No,No,2,125,600,3.7
18157408,Mum18157408,1,Gurgaon,North Indian,No,No,No,No,1,26,150,3.5
18429378,Ove18429378,1,Gurgaon,"Pizza, Fast Food",No,Yes,No,No,2,23,500,3.7
18439519,The18439519,1,Gurgaon,"Goan, American, Portuguese",No,No,No,No,2,23,600,3.8
18433295,Kuj18433295,1,Gurgaon,"North Indian, Mughlai, Chinese",No,No,No,No,2,1,500,1
18391171,Lil18391171,1,Gurgaon,"North Indian, Chinese",No,No,No,No,2,0,600,1
18400489,Mut18400489,1,Gurgaon,Rajasthani,No,No,No,No,2,1,800,1
18411599,Tas18411599,1,Gurgaon,"Fast Food, North Indian",No,No,No,No,1,3,250,1
18265082,Ted18265082,1,Gurgaon,Desserts,No,No,No,No,1,2,250,1
313275,Chi313275,1,Gurgaon,Chinese,No,No,No,No,2,38,550,2.4
18343001,Caf18343001,1,Gurgaon,Cafe,No,No,No,No,3,62,1100,4.3
18377905,Mug18377905,1,Gurgaon,"North Indian, Mughlai",Yes,Yes,No,No,3,32,1500,4
18406140,Nut18406140,1,Gurgaon,"Healthy Food, Continental, Juices, Beverages, Italian, Salad, Lebanese",No,Yes,No,No,2,101,600,4
18472606,San18472606,1,Gurgaon,"Cafe, Pizza, Burger",No,Yes,No,No,2,34,750,4
18451577,The18451577,1,Gurgaon,Continental,No,Yes,No,No,1,53,400,4
312540,Amm312540,1,Gurgaon,South Indian,No,No,No,No,1,10,250,3.1
18386419,Elm18386419,1,Gurgaon,Bakery,No,No,No,No,2,5,500,3.1
18412886,Faa18412886,1,Gurgaon,"North Indian, Fast Food",No,Yes,No,No,2,12,600,3.2
18421029,Foo18421029,1,Gurgaon,"North Indian, Chinese",No,No,No,No,1,4,400,3
18332044,Hyd18332044,1,Gurgaon,Biryani,No,Yes,No,No,2,7,500,2.7
18306553,Kak18306553,1,Gurgaon,North Indian,No,Yes,No,No,2,35,700,3.1
309451,Mit309451,1,Gurgaon,North Indian,No,Yes,No,No,2,117,650,3.4
18203171,Pom18203171,1,Gurgaon,"Italian, Fast Food",No,Yes,No,No,2,67,700,3.4
312570,Shr312570,1,Gurgaon,Street Food,No,No,No,No,1,26,200,3.3
18273621,Spi18273621,1,Gurgaon,Fast Food,No,No,No,No,1,33,400,3
305919,Sub305919,1,Gurgaon,"American, Fast Food, Salad, Healthy Food",No,No,No,No,2,59,500,3.3
